Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,"{Temperature},{Humdity}",Weather Type
13500.0M/H,89.0,partly cloudy,982.42,1,Winter,1.5,inland,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
11.0,62.0,overcast,1002.79,3,Winter,3.5,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
8.5,62.0,overcast,995.44,0,Winter,5.0,mountain,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Snowy
5500.0M/H,61.0,partly Cloudy,1012.43,0,Winter,3.5,mountain,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
5.5,67.0,overcast,997.35,0,Winter,4.0,mountain,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Snowy
0.5,52.0,partly cloudy,997.29,0,Winter,2.5,inland,"{""Temperature"": {""value"": -3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Snowy
500.0M/H,69.0,overcast,997.46,0,Winter,4.5,mountain,"{""Temperature"": {""value"": -3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Snowy
20.0,52.0,overcast,1014.67,1,Autumn,4.5,coastal,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 87, ""unit"": ""%""}}",Rainy
5.5,63.0,overcast,990.99,1,Winter,4.5,mountain,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Snowy
10.0,52.0,overcast,1006.2,0,Spring,2.0,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Rainy
8.5,98.0,overcast,1017.79,1,It is so hot outside,2.5,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Rainy
4500.0M/H,14.0,cloudy,886.24,2,Spring,9.5,coastal,"{""Temperature"": {""value"": -15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 55, ""unit"": ""%""}}",Snowy
5.5,97.0,partly cloudy,1008.29,7,Summer,5.5,coastal,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 85, ""unit"": ""%""}}",Cloudy
19.0,70.0,overcast,1018.33,1,Autumn,4.5,mountain,"{""Temperature"": {""value"": 80.0, ""unit"": ""C""}, ""Humidity"": {""value"": 107, ""unit"": ""%""}}",Rainy
5.0,77.0,partly cloudy,1029.45,8,Spring,14.0,coastal,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 104, ""unit"": ""%""}}",Sunny
14.5,94.0,partly cloudy,998.67,1,It rains every day....,2.5,inland,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Snowy
10.0,91.0,overcast,990.41,1,Winter,4.5,inland,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Rainy
10000.0M/H,17.0,partly cloudy,1151.64,2,Spring,16.5,mountain,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 37, ""unit"": ""%""}}",Snowy
14.5,27.0,overcast,1001.26,1,Winter,5.5,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Cloudy
11.5,45.0,partly cloudy,1010.41,4,Summer,8.0,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Cloudy
2.5,23.0,overcast,1015.82,1,Spring,7.0,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Cloudy
20.5,87.0,overcast,994.18,3,Winter,2.5,inland,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Snowy
16500.0M/H,80.0,overcast,993.01,0,Spring,1.0,inland,"{""Temperature"": {""value"": 7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Rainy
5.5,98.0,overcast,992.62,1,Winter,2.0,coastal,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
2.0,2.0,clr,1026.84,6,Winter,5.5,coastal,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Sunny
9.5,65.0,overcast,996.16,1,sumer,1.5,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Rainy
15.0,69.0,overcast,1008.49,0,Winter,4.0,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 83, ""unit"": ""%""}}",Rainy
11.0,90.0,partly Cloudy,1010.61,1,Autumn,7.0,mountain,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Cloudy
0.0022222222222222222KM/S,68.0,overcast,999.02,2,Winter,3.0,coastal,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Rainy
8500.0M/H,13.0,Party cloudy,1023.67,8,Spring,9.0,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 35, ""unit"": ""%""}}",Sunny
22.5,101.0,partly CLOUDY,1002.48,9,Summer,3.5,coastal,"{""Temperature"": {""value"": 37.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Cloudy
18.5,82.0,partly cloudy,992.16,11,It is so hot outside,0.5,inland,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 107, ""unit"": ""%""}}",Rainy
16.0,97.0,overcast,1013.51,3,Winter,1.5,mountain,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Rainy
2.0,45.0,overcast,1010.29,3,Winter,6.5,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Cloudy
2000.0M/H,18.0,overcast,1007.03,1,Spring,7.0,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Cloudy
1500.0M/H,89.0,Party cloudy,895.35,9,Summer,17.5,inland,"{""Temperature"": {""value"": 47.0, ""unit"": ""C""}, ""Humidity"": {""value"": 23, ""unit"": ""%""}}",Snowy
17.5,84.0,overcast,999.76,3,Summer,5.0,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Rainy
2.5,15.0,clear,1014.42,11,It rains every day....,10.0,inland,"{""Temperature"": {""value"": 38.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Sunny
15.5,83.0,overcast,993.11,2,Wentar,3.0,mountain,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Rainy
1.0,97.0,overcast,984.71,0,Winter,2.0,inland,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Snowy
9.0,66.0,overcast,993.74,1,Winter,1.0,mountain,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Snowy
13000.0M/H,41.0,partly cloudy,1000.04,4,Autumn,6.5,coastal,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
16.5,61.0,overcast,1006.11,3,Winter,1.5,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Rainy
9.5,54.0,overcast,995.72,0,Spring,2.5,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Rainy
9.0,67.0,overcast,1014.97,1,Winter,2.0,mountain,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Rainy
13.5,15.0,partly Cloudy,1008.07,3,Wintar,7.5,mountain,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Cloudy
5.5,94.0,partly CLOUDY,1012.01,4,Summer,3.5,mountain,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Cloudy
5.5,42.0,partly Cloudy,1010.3,1,Summer,5.0,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Cloudy
2500.0M/H,52.0,overcast,995.43,1,Wintar,4.5,inland,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Snowy
13.0,92.0,cloudy,1183.76,13,Winter,14.5,inland,"{""Temperature"": {""value"": -12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 49, ""unit"": ""%""}}",Sunny
11.0,17.0,partly cloddy,859.71,10,autum,14.0,mountain,"{""Temperature"": {""value"": -17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Sunny
8.0,53.0,overcast,985.4,0,Winter,1.5,mountain,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Snowy
18.0,81.0,overcast,983.95,0,Winter,3.0,mountain,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
15.0,77.0,overcast,826.24,4,Winter,18.0,inland,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Rainy
0.5,79.0,partly cloudy,990.82,1,Winter,4.5,inland,"{""Temperature"": {""value"": 0.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Snowy
6.5,8.0,partly cloudy,1012.91,9,Winter,6.5,coastal,"{""Temperature"": {""value"": 43.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Sunny
18.0,63.0,partly cloddy,994.99,0,Winter,5.0,inland,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Snowy
8000.0M/H,16.0,overcast,1011.29,4,Winter,8.0,coastal,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Cloudy
0.0006944444444444445KM/S,16.0,overcast,1008.28,2,Winter,6.0,coastal,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Cloudy
8.5,79.0,cloudy,898.82,13,Winter,5.0,coastal,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 49, ""unit"": ""%""}}",Cloudy
1.0,74.0,overcast,1051.94,5,Spring,5.5,mountain,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Sunny
19.0,90.0,overcast,1002.43,14,Spring,2.0,mountain,"{""Temperature"": {""value"": 75.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Cloudy
11.0,67.0,partly cloudy,993.31,0,Summer,3.0,mountain,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Rainy
2.0,32.0,partly cloudy,1001.51,4,Spring,7.5,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Cloudy
9.0,30.0,partly cloudy,1003.92,1,Fall,8.5,mountain,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Cloudy
5.0,66.0,overcast,991.65,0,Spring,5.0,coastal,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Rainy
1.5,0.0,partly cloudy,1028.32,8,Summer,8.5,coastal,"{""Temperature"": {""value"": 44.0, ""unit"": ""C""}, ""Humidity"": {""value"": 22, ""unit"": ""%""}}",Sunny
6.0,27.0,overcast,1004.04,14,Summer,11.0,coastal,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 41, ""unit"": ""%""}}",Cloudy
0.0016666666666666668KM/S,69.0,overcast,1014.34,0,Autumn,2.5,coastal,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Rainy
8.0,61.0,partly cloddy,984.6,14,Spring,15.0,mountain,"{""Temperature"": {""value"": -20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 38, ""unit"": ""%""}}",Cloudy
0.00375KM/S,107.0,overcast,998.54,5,Wentar,2.0,inland,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Rainy
12.0,89.0,partly cloudy,984.48,0,winter,1.0,inland,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Snowy
0.0022222222222222222KM/S,42.0,partly cloudy,1007.47,1,Summer,5.5,coastal,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Cloudy
14.0,90.0,partly Cloudy,980.09,4,Winter,0.5,inland,"{""Temperature"": {""value"": 0.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Snowy
13.0,86.0,overcast,996.13,0,Autumn,4.0,coastal,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Rainy
0.0,42.0,partly cloddy,1001.57,3,Spring,8.5,inland,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 52, ""unit"": ""%""}}",Cloudy
8.0,65.0,overcast,1002.34,1,Winter,4.5,inland,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Rainy
13.0,57.0,overcast,1018.02,1,It rains every day....,1.5,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Rainy
6.5,55.0,overcast,1010.42,0,Spring,3.0,inland,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 82, ""unit"": ""%""}}",Rainy
8.5,13.0,partly cloudy,1010.68,5,Autumn,6.0,mountain,"{""Temperature"": {""value"": 39.0, ""unit"": ""C""}, ""Humidity"": {""value"": 38, ""unit"": ""%""}}",Sunny
3.5,18.0,partly Cloudy,1015.94,3,Spring,8.0,inland,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
3.5,51.0,overcast,985.96,0,Winter,2.5,mountain,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Snowy
19.0,77.0,overcast,999.46,1,Spring,2.0,inland,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Rainy
9.0,3.0,clr,1026.49,6,Autumn,7.0,inland,"{""Temperature"": {""value"": 37.0, ""unit"": ""C""}, ""Humidity"": {""value"": 49, ""unit"": ""%""}}",Sunny
18.0,86.0,Party cloudy,1013.01,9,Winter,4.0,mountain,"{""Temperature"": {""value"": 50.0, ""unit"": ""C""}, ""Humidity"": {""value"": 107, ""unit"": ""%""}}",Sunny
14.5,101.0,partly cloudy,1006.04,2,Summer,10.5,inland,"{""Temperature"": {""value"": 56.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Cloudy
5.0,13.0,partly cloudy,1004.78,3,Autumn,8.5,coastal,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Cloudy
20.0,70.0,overcast,990.98,4,Summer,2.0,inland,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Rainy
5000.0M/H,10.0,overcast,1012.69,3,Summer,5.5,mountain,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Cloudy
18.5,67.0,partly cloddy,995.93,3,Winter,3.5,inland,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Rainy
13.5,31.0,Party cloudy,1008.48,2,Summer,6.5,coastal,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
10.5,51.0,overcast,997.02,0,Autumn,1.5,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Rainy
11.0,20.0,partly cloudy,1016.95,4,Winter,8.0,inland,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Cloudy
5.5,78.0,overcast,990.74,1,Autumn,3.5,inland,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
14500.0M/H,17.0,partly cloudy,1015.34,1,Summer,5.0,mountain,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Cloudy
10.5,91.0,overcast,1090.45,1,Summer,20.0,inland,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 44, ""unit"": ""%""}}",Snowy
26.0,103.0,overcast,998.67,5,Wentar,2.5,mountain,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Rainy
16.0,91.0,partly cloudy,1016.25,1,It rains every day....,1.5,inland,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Rainy
0.005138888888888889KM/S,72.0,partly cloudy,1019.88,14,Summer,4.5,mountain,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
2.5,79.0,overcast,989.41,1,Winter,4.5,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Snowy
16.0,58.0,overcast,1019.48,3,Winter,2.5,coastal,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Rainy
20000.0M/H,84.0,overcast,1002.36,2,Autumn,3.5,coastal,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Rainy
14.0,49.0,partly cloudy,1009.91,2,autum,6.5,inland,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Cloudy
14.0,77.0,partly cloudy,1019.13,7,Spring,9.0,inland,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Cloudy
7.5,72.0,partly cloudy,1002.91,10,Spring,4.0,coastal,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
9.0,71.0,overcast,1006.19,1,Summer,4.5,inland,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Rainy
10.0,76.0,partly cloudy,1007.91,3,Summer,3.5,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Rainy
27.0,71.0,overcast,984.53,0,Winter,3.0,inland,"{""Temperature"": {""value"": 5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Snowy
17.0,69.0,partly cloudy,1019.66,1,Summer,2.0,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Rainy
2.0,61.0,Party cloudy,855.21,1,Autumn,13.0,coastal,"{""Temperature"": {""value"": 43.0, ""unit"": ""C""}, ""Humidity"": {""value"": 29, ""unit"": ""%""}}",Rainy
8.0,11.0,overcast,1002.09,2,sumer,8.5,inland,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Cloudy
17.5,94.0,overcast,1015.21,3,Autumn,5.0,mountain,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Rainy
3.0,23.0,cloudy,816.14,8,Autumn,19.5,mountain,"{""Temperature"": {""value"": 8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Snowy
1.5,28.0,cloudy,1099.65,9,Autumn,18.5,mountain,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Sunny
8.0,26.0,partly Cloudy,1017.02,4,Autumn,8.0,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Cloudy
8500.0M/H,27.0,overcast,1006.47,2,Autumn,6.5,mountain,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
4.5,11.0,partly cloudy,1003.12,2,Summer,5.5,inland,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Cloudy
18.5,64.0,overcast,992.15,3,Autumn,1.0,mountain,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Rainy
8.5,7.0,partly Cloudy,1020.82,7,Winter,8.0,mountain,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Sunny
30.0,100.0,overcast,984.37,3,Winter,4.5,inland,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Snowy
0.5,84.0,overcast,983.17,0,Wintar,2.5,mountain,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Snowy
0.002638888888888889KM/S,70.0,overcast,993.03,1,Winter,1.5,mountain,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Snowy
4.0,72.0,partly cloudy,1017.48,4,Spring,1.0,inland,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
5.5,99.0,overcast,993.11,0,Winter,1.0,inland,"{""Temperature"": {""value"": 5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Snowy
15.5,54.0,overcast,992.53,0,Winter,2.0,mountain,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Snowy
13.0,45.0,partly cloudy,1006.4,3,sumer,8.5,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Cloudy
16.5,102.0,partly CLOUDY,1002.52,4,Wentar,2.5,inland,"{""Temperature"": {""value"": 73.0, ""unit"": ""C""}, ""Humidity"": {""value"": 108, ""unit"": ""%""}}",Cloudy
18.0,63.0,overcast,990.87,3,Autumn,2.5,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 82, ""unit"": ""%""}}",Rainy
0.5,3.0,partly cloudy,1020.53,9,Autumn,8.5,inland,"{""Temperature"": {""value"": 36.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Sunny
39.5,84.0,partly cloudy,1018.9,7,Summer,1.0,inland,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Rainy
7.5,53.0,overcast,1016.29,0,Winter,1.5,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Rainy
4.0,9.0,cleer,1017.31,11,Winter,6.0,mountain,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Sunny
9.5,84.0,overcast,1031.19,4,Spring,9.5,inland,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Rainy
18.0,68.0%,Overcast,992.11,0,Winter,2.5,mountain,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Snowy
4.5,57.0,cloudy,1069.22,6,you can call it Autumn or Fall ,17.5,coastal,"{""Temperature"": {""value"": 44.0, ""unit"": ""C""}, ""Humidity"": {""value"": 31, ""unit"": ""%""}}",Rainy
10.0,19.0,clr,1022.63,11,Autumn,7.0,coastal,"{""Temperature"": {""value"": 35.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Sunny
16.5,78.0,partly cloudy,990.84,0,Spring,1.5,coastal,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
3.5,22.0,overcast,1012.38,4,Autumn,5.5,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Cloudy
6.0,32.0,cloudy,1117.38,5,trees lose their leaves in this time,16.0,inland,"{""Temperature"": {""value"": 43.0, ""unit"": ""C""}, ""Humidity"": {""value"": 34, ""unit"": ""%""}}",Sunny
4.5,8.0,partly cloudy,1023.71,8,Summer,8.0,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 25, ""unit"": ""%""}}",Sunny
9.0,67.0,overcast,994.66,0,Wentar,1.5,mountain,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
